CodEstablecimiento;nombreComercial;Direccion;ReferenciaDireccion;telefonoPrincipal;telefonoSecundario;CorreoElectronico;delivery;paginaWeb;CodProvincia;CodComercial;CodClasificacion;CodCategoria
160;VC GOURMET COMIDA RAPIDA;av de las americas s/n juan pio montufar; frente a coralcentro ;0998494139;0724111724;marcovizuela58@hotmail.com;Si ;null;01;0100;0028;001
161;ALQUIMIA;HONORATO VASQUEZ S/N Y BORRERO;null;74089982;null;PIEDADPULGARIN@YAHOO.COM;Si;null;01;0100;0028;044
162;AMUNTAI RAINFOREST LODGE;AVENIDA RIO AMUNDALO SIN NUMERO POSADA DEL GENERAL ;A DOSCIENTOS METROS DE LA ESCUELA CIUDAD DE AMBATO;033058974;0992851165;amuntai.lodge@hotmail.com;No;www.amuntailodge.com;14;0101;0019;014
163;GALAPAGOS DREAMS;CALLE CUCUVE 324 CALLE FLOREANA;null;052524861;0982687189;gladisgcr@yahoo.com;No;null;20;0101;0017;013
164;CASMO;SANTIAGO CARRASCO 1-10 Y PASAJE;null;72813472;null;COSMORESTAURANTE@GMAIL.COM;Si ;null;01;0100;0028;044
165;BAMU GRIL;VIA GIRON PASAJE;null;72262794;null;null;Si ;null;01;0100;0028;044
166;DOG.S;FELIPE II SN CIRCUNVALACION SUR; MALL DEL RIO PATIO DE COMIDAS ;0987774769;0992727090;rrhh@freddo.com.ec;Si;null;01;0100;0007;003
167;BELLO HORIZONTE;ANTIGUA SUBIDA A TURI Y AV 24 DE MAYO;null;72816173;null;null;No;null;01;0103;0030;039
168;EL INCA;AV. UNIVERSITARIA 08-24 10 DE AGOSTO Y 18 DE NOVIEMBRE;null;072571415;0986728016;hostalinca@hotmail.com;No;null;11;0101;0017;011
169;YOGURTH N.1;BENIGNO MALO  6-16;null;2822920;null;null;Si ;null;01;0100;0015;044
170;COOPERATIVA LOJA;PANAMERICANA SUR  ;null;969827709;null;ROSAHORTENCIA@OUTLOOK.ES;Si ;null;01;0100;0028;020
171;BRASA LA ;ROBERTO CRESPO Y EDUARDO ARIAS;null;null;null;null;Si;null;01;0100;0028;039
172;GAUCHO EL ;AV. GONZALES SUAREZ 4-18;null;72804610;null;null;Si ;null;01;0100;0028;044
173;GEORDANOS;MARISCAL LAMAR 8-27 BENIGNO MALO;FRENTE A LA CONTRALORIA;072841158;0987990838;noemifernanda@live.com;No;null;01;0101;0018;013
174;KANIBALES;SUCRE S/N MANUEL VEGA; A UNA CUADRA DEL PARQUE SAN BLAS ;072835928;0983894476;loskanibales@hotmail.com;Si ;www.restaurantekanibales.com;01;0100;0028;001
175;MOTIVOS HOTEL;AVENIDA 37 S/N CALLE 8; VIA PUNTA CARNERO PASANDO GASOLINERA HERNANDEZ JR. ;0992149999;null;abdianaalvarado@hotmail.com;No;null;24;0101;0018;012
176;PIO PIO;VÍA PUERTO INCA-CUENCA S/N SECTOR EL TAMARINDO;null;2809892;null;null;Si;null;09;0100;0028;020
177;HOTEL SIENA;HERMANO MIGUEL  5-84 JUAN JARAMILLO;A DOS CUADRAS DE SAN BLAS;null;0998222491;piedad.barros@hotmail.com;No;null;01;0101;0018;012
178;SIERRA VERDE;VIA A PAUTE SECTOR EL CABO;null;2203477;null;null;No;null;01;0103;0030;039
179;TARQUI HOTEL Y SUITES;TARQUI 9-69 GRAN COLOMBIA;A MEDIA CUADRA DE LA IGLESIA EL CENACULO;072833523;0982392533;tarquihotelsuits@gmail.com;No;null;01;0101;0018;013
180;HELADOS THOMAS Y ALGO MAS;CALLE UNIDAD NACIONAL S/N Y CALLE A;null;99864173;null;ivan_rea@hotmail.com;Si ;null;17;0100;0015;044
181;MANABITA;ADOLFO CORRAL Y TOMAS RODIL;null;72266413;null;null;Si ;null;01;0100;0028;020
182;PANORAMA;25 DE AGOSTO 15-21;null;072422295;null;mariarodriguezalbarracin@hotmail.com;Si;null;03;0100;0028;044
183;ALLI TIANA;PTE. CORDOVA Y PADRE AGUIRRE;null;2831844;null;null;No;null;01;0101;0018;035
184;BED Y BREAKFAST CASA MONTALVO;JUAN MONTALVO 8-33 BOLIVAR Y SUCRE;JUNTO A LA CASA DE 1860;072844997;0995924544;smml57@icloud.com;No;www.casamontalvo.com;01;0101;0017;011
185;EL ARRIERO;LATINOAMERICANA  1-50 CUBA; En la Av. Unidad Nacional virar por la calle Cuba, hasta Parque El Angel y dar la vuelta total al parque. ;072884070;0987109453;elarriero1@hotmail.es;Si ;null;01;0100;0028;001
186;FRESA Y CEBADA COFFEE PUB;CALLE DOMINGO COMIN Y SOASTI;null;072700873;null;cezh1@hotmail.com;Si ;null;14;0100;0028;044
187;ESQUINA DEL YOGURT LA;CALLE SIN NOMBRE Y MIRADOR TURI;null;72455367;null;BERTYCAMPOVERDE@HOTMAIL.COM;Si;null;01;0100;0007;020
188;BATIDOS DE RAFA;SAN MARTIN 1203 Y GUARANDA;null;2400782;null;null;Si ;null;09;0100;0015;044
189;CASA DE HUESPEDES SAN SEBASTIAN;SIMON BOLIVAR 13-93 ESTEVEZ DE TORAL;A UNA CUADRA DE LA IGLESIA SAN SEBASTIAN;841743593;0991525662;anamariaorteb@hotmail.com;No;null;01;0101;0009;019
190;GRAN JOSE EL ;VIA A CUENCA;null;998048617;null;null;Si ;null;01;0100;0028;020
191;CASA DE LAS ROSAS;Manuel Vega  12-57 Sangurima;TRES CUADRAS DEL PARQUE SAM BLAS;074114587;0982658054;arqcacho@hotmail.com;No;www.casadelasrosas.biz;01;0101;0017;013
192;PALMAS LAS ;RAFAEL GALARZA;null;72270541;null;null;No;null;01;0100;0004;044
193;LOS KANIBALES;AV MAX UHLE  2-78 CAMILO EGAS; TRES CUADRAS ANTES DE EMPRESA ELECTRICA ;072867708;0981974311;contabilidad@kanibales.com;Si;www.kanibales.com;01;0100;0028;001
194;HORNADO AL PASO;ARIZAGA Y 25 DE JUNIO;null;null;null;null;Si ;null;07;0100;0028;044
195;LA FINCA CASA DE HUESPEDES;VIA A NARIG S/N SUBIDA A TASQUI BAJO;SECTOR TASQUI, FRENTE AL PUENTE COLGANTE;null;0999653199;donalejo4@hotmail.com;No;www.posadalafinca.com;01;0101;0009;019
196;EMPERADOR;SANGURIMA Y MANUEL VEGA;null;2831936;null;null;Si ;null;01;0100;0028;044
197;SAN RAPHAEL;Teniente Hugo Ortiz s/d Juan de Velasco; Frente al parque acuatico morete puyo ;0997174620;072390346;neptali1963@hotmail.com;No;null;16;0101;0017;011
198;PECHUGON EL ;BOLIVAR Y MIGUEL HEREDIA;null;72824519;null;null;Si;null;01;0100;0028;044
199;HOTEL PEGASUS;Luis Cordero 5-48 Honorato Vasquez; subir por la calle Honorato Vasquez y virar en la Luis Cordero, el hotel esta a 30 metros de la esquina. ;072850130;0984194540;hotel.pegasus.cuenca@hotmail.com;No;null;01;0101;0018;013
200;TULLPA LA ;SANGURIMA 8-44;null;null;null;null;Si ;null;01;0100;0028;044
201;SANTANA;HONORATO VAZQUES 7-72;null;2887535;null;null;Si ;null;01;0100;0028;044
202;LA GAVIOTA AZUL;CALLEJON SUCRE 111 MALECON;null;072927352;0984769621;mfchacha@gmail.com;No;null;07;0101;0017;012
203;TUTUPALI HACIENDA TURISTICA;RODEO S/N S/N; TUTUPALI ;0987916870;0982716300;fcamacho.006@hotmail.com;No;null;01;0101;0016;013
204;AZUAY;BALZAR S/N LAS FLORES;A UNA CUADRA DEL CEMENTERIO GENERAL;052791131;0967957925;matildeleoncali@yahoo.com;No;null;12;0101;0017;011
205;CAMPING SAGEO EL ;SAN FRANCISCO DE SAGEO KM.3;null;2240445;null;campinghosteria@gmail.com;No;null;03;0103;0030;039
206;JUANES LOS ;AMPARITO TAMARIZ;null;72270553;null;null;No;null;01;0101;0037;039
207;PADRINO EL;AV. 12 DE ABRIL Y LOJA;null;2880372;null;null;Si;null;01;0100;0028;044
208;HOSTAL FUEGO;jose joaquin de olmedo 2-62 Vicente rocafuerte; a una cuadra de la chola cuencana ;072804818;0990676528;sambitodari10@hotmail.com;No;null;01;0101;0017;011
209;1900 NIGHT LIFE;AV. 12 DE ABRIL 11-05 CORNELIO MERCHÁN;huaynacapac;92815313;984724232;xavier_gcalle@hotmail.com;No;null;01;0100;0013;002
210;GAVIOTA APARTMENTS Y SUITES;LUIS MORENO MORA 6-108 AV. SOLANO;A UNA CUADRA Y MEDIA DEL COLEGIO LA SALLE;072882753;0993040204;gaviotaec@gmx.es;No;www.gaviotaapartmentssuites.com;01;0101;0018;012
211;BARRANCO EL;LUIS CORDERO N1-37 Y GENERAL ENRIQUEZ;null;2338948;null;null;Si ;null;17;0100;0028;044
212;OLIVOS GARDEN LOS;HURTADO DE MENDOZA S/N Y CORDILLERA;null;2810272;null;null;No;null;01;0103;0029;039
213;ENSUEÑOS;GRAN COLOMBIA 1-82 MANUEL VEGA;A MEDIA CUADRA DE FLOTA IMBABURA;072844961;0987177602;hotelensuenos@yahoo.com;No;www.hotelensuenos.com;01;0101;0018;013
214;DRAGON EL;TRES DE NOVIEMBRE Y ABELARDO J ANDRADE;null;99854082;null;null;Si ;null;01;0100;0028;044
215;PRANZO;AV. FRANCISCO DE ORELLANA, KM 4.5 C.C. LA GRAN MANZANA LOCAL 94;null;997563353;null;pranzo_cafe@hotmail.com;Si;null;09;0100;0028;044
216;PORTAL EL;VIA A SAN JOAQUIN;null;2894147;null;baltijhn@hotmail.com;Si ;null;01;0100;0028;044
217;HOSTAL EL MIRLO;Francisco Ballesteros OE2-598 y Av. Teniente Hugo Ortiz;TRAS LA TRIBUNA DEL SUR;22649340;987770321;hostal.el.mirlo@gmail.com;No;null;17;0101;0017;012
218;MORITAS CAFÉ Y SNACK;HERMANO MIGUEL 4-36 Y CALLE LARGA;null;null;null;null;Si ;null;01;0100;0015;044
219;HOSTAL CHORDELEG;GRAN COLOMBIA 11-15 GENERAL TORRES; A una cuadra del Templo de Santo Domingo y a 3 cuadras del Parque Calderón. ;0996269426;072824611;reservas@hostalchordeleg.com;No;www.hostalchordeleg.com;01;0101;0017;011
220;CASA DE HUESPEDES M.B.C. ;Galápagos 172 Y Av. Loja; Junto al colegio a Distancia CEPIA ingresando desde la Av. Loja ;0999710441;0994165235;mbc_mocha@outlook.com;No;null;01;0101;0009;019
221;MONTE BIANCO SUCURSAL 7;SOLANO SN MATOVELLE;PARQUE CENTRAL;0;984167876;montebiancoremigio@hotmail.com;Si;null;03;0100;0007;003
222;MONTE BIANCO;Solano sn Matovelle; Junto al Registro Civil ;072240101;072828611;montebiancofacturacion@hotmail.com;Si ;null;03;0100;0007;003
223;PICANTES DE LEO;LUIS CORDERO 9.32 BOLIVAR;CENTRO;72892885;999773200;altamirano.r@gmail.com;Si ;null;01;0100;0028;001
224;AVENTURI;AV DEL MIRADOR S/N TURI CENTRO;TURI;72806227;null;lagranaventuri@hotmail.com;Si;null;01;0100;0028;001
225;PEDREGAL EL;EL PEDREGAL Y GIL RAMIREZ DAVALOS;null;2823652;null;null;Si ;null;01;0100;0028;020
226;PUERTO CAÑAVERAL;Isla Floreana E7-31 e Isla Fernandina;TRÁS EL COLEGIO CENTRAL TÉCNICO;22444713;989472971;frio.tinto@hotmail.com;Si ;null;17;0100;0028;045
227;KABCAFE;FRANCISCO DE ORELLANA Y FRAY VICENTE SOLANO;null;4091049;null;null;Si;null;01;0100;0007;044
228;JULY Y SAME;MAPASINGUE ESTE AVDA. 1ERA #1002;null;2353619;null;null;Si ;null;09;0100;0028;020
229;HOTEL SANTA MONICA;SUCRE  680 BORRERO; A UNA CUADRA DEL PARQUE CALDERON, FRENTE AL BANCO GUAYAQUIL ;0998828855;072840215;mpdelgado@hotmail.com;No;www.hotelsantamonicaecuador.com;01;0101;0018;013
230;A PEDIR DE BOCA;BENIGNO MALO 5-54 Y CALLE LARGA ;null;null;null;null;Si ;null;01;0100;0028;039
231;ROKA PLAZA HOTEL BOUTIQUE;Bolivar S/N Guayaquil; Frente a la Universidad Indoamerica ;0979151100;0999727456;pagos@hotelrokaplaza.com;No;null;18;0101;0018;012
232;RINCON DEL SABOR;AV RICARDO DURAN Y ALFONSO CARRION;null;2893001;null;null;Si;null;01;0100;0028;044
233;RESTAURANTE RINCON DEL SABOR;AV. RICARDO DURAN  S/N CALLE ALFONSO CARRIÓN HEREDIA; BAÑOS AV. RICARDO DURÁN FRENTE A LA HOSTERÍA DURÁN ;072893001;0981770024;yolandaramontapia@hotmail.com;Si ;null;01;0100;0028;001
234;MAGNOLIA CAFFE;AV. 3 DE NOVIEMBRE 1-48 Y C. TALBOT;null;72820240;null;null;Si ;null;01;0100;0007;039
235;DIEGUITO;20 DE ENERO E ISIDRO RODRIGUEZ;null;2270242;null;null;Si;null;01;0100;0028;044
236;ASADOS Y ALGO MAS;AV. GIRON PASAJE;null;72262691;null;null;Si ;null;01;0100;0028;020
237;VICTOR HUGO HOTEL PUERTO LOPEZ;MALECÒN JULIO IZURIETA S/N 24 DE MAYO; CERCA DE LA HOSTERIA NANTYUgrave  ;0959090875;052300054;info@victorhugohotel.com.ec;No;www.victorhugohotel.com.ec;13;0101;0018;012
238;HOSTAL EL REFUGIO;AV D ELAS AMERICAs s/n daniel alvarado; diagonal al centro cristiano ;0999082596;074074257;hostal.refugio.hcardenas@hotmail.com;No;null;01;0101;0017;011
239;LA ORQUIDEA SIVILLANA;AV. 10 DE AGOSTO S/N DIAGONAL AL MUNICIPIO;A TRES CUADRAS DEL SUBCENTRO DE SALUD.;073053411;0939361202;magalycardenascardenas@hotmail.com;No;null;01;0101;0009;019
240;SAN LUIS.;CHAPETONES. 1-52 AV. GIL RAMIREZ DAVALOS.;FRENTE A LAS BODEGAS DEL TERMINAL TERRESTRE.;072805907;0983089006;nilofabi@yahoo.com;No;null;01;0101;0018;012
241;COSTA LINDA;AV DE LAS AMERICAS Y JUAN PIO MONTUFAR;null;074094827;null;null;Si ;null;01;0100;0028;044
242;FOGATA;AVENIDA PICHINCHA LOTE 3 CALLE BERTHA VALVERDE;A MEDIA CUADRA DE LAS CANCHAS RACING;042772162;0987211089;rubenordo@yahoo.com;No;null;24;0101;0017;011
243;FLORESTA BRAVA;LA CORUÑA N24-20 y GUIPUZCOA;null;23226646;0;narcizaespinoza63@hotmail.com;Si;null;17;0100;0028;045
244;POSADA DEL ANGEL;Bolivar 14 11 Estevez de toral;null;072840695;0999700024;posadadelangel@hotmail.com;No;Www.hostalposadadelangel.com;01;0101;0018;012
245;NUESTRA CASA- OUR HOME BY A2CC - CUENCA;VIA A SIDCAY CALLE JULIA BERNAL S/N S/N;SECTOR MOLINOPAMBA, A DOSCIENTOS METROS DE LA HACIENDA SAN DIEGO;072477509;0986751791;ginakta.ugalde@gmail.com;No;www.access2culture.wordpress.com;01;0101;0019;013
246;NUESTRA CASA- OUR HOME BY A2CC - TARQUI;VÍA A SAN AGUSTÍN S/N S/N;SECTOR VICTORIA DEL PORTETE, A TRESCIENTOS METROS DE LA PARADA DE BUSES;null;0986751791;ginakta.ugalde@gmail.com;No;null;01;0101;0019;013
247;NUESTRA CASA- OUR HOME BY A2CC - YUNGUILLA;VIA A GUALDELEG S/N S/N;SECTOR GUALDELEG, JUNTO A LA ESCUELA CESAR TORRES;072126263;0986751791;ginakta.ugalde@gmail.com;No;null;01;0101;0019;013
248;POLLERIA GUZ-MAN;CDLA. ATARAZANA SOLAR 1 MZ. M1;null;null;null;null;Si ;null;09;0100;0028;044
249;NOA NOA;PRESIDENTE CORDOVA 5-86 Y HERMANO MIGUEL;null;null;null;null;No;null;01;0100;0013;039
250;MONTECARLO ISIAH;JAIME ROLDOS 1-40 Y GUAPONDELIG;null;24152084;null;jakyta2011@hotmail.com;No;null;01;0103;0030;039
251;RANCHO ALEGRE;KM 13 VIA INTEROCEANICA;null;7203214;null;null;Si ;null;01;0100;0028;020
252;SANTA ANA;SUCRE N.- 14-70 Y CORONEL TALBOT;null;72841814;null;santaanarecepciones@gmail.com;No;null;01;0103;0029;039
253;PERNILES LOS ;JUAN JARAMILLO 3-25 Y TOMAS ORDOÑEZ;null;098777402;null;ENMOR13@HOTMAIL.COM;Si;null;01;0100;0015;044
254;DESCANSITO EL ;HURTADO MENDOZA 13-69 E INGAPIRCA;null;2864716;null;null;Si ;null;01;0100;0028;020
255;WARMIKUNA;HERMANO MIGUEL 5-42 Y HONORATO VASQUEZ;null;72823106;null;KABAD9@GMAIL.COM;Si ;null;01;0100;0028;044
256;MAMA CUCHARA;CDLA. URDESA CENTRALVICTOR EMILIO ESTRADA # 1216 Y LAURELES     2 1;null;2389854;null;null;Si;null;09;0100;0028;044
257;DON CESARIN;PUMAPUNGO 02-30 PASEO DE LOS CAÑARIS;MEDIAIMAGEN;0;983613523;cesarolmedoi@hotmail.com;Si ;null;01;0100;0028;001
258;CABAÑAS DEL PESCADOR;VIA A CUENCA NARANJAL KM 12;null;0;null;null;Si ;null;01;0100;0028;044
259;CASA DEL ÁGUILA;MARISCAL A. JOSÉ SUCRE 13-56 JUAN MONTALVO;A UNA CUADRA Y MEDIA DEL PARQUE SAN SEBASTIÁN.;072849580;0999103868;andresochoalban@hotmail.com;No;null;01;0101;0017;013
260;RESTAURANTE RAYMIPAMPA;Benigno Malo  8-59 Sucre; Junto a la Catedral Nueva de La Inmaculada ;0992465484;072834159;raymi859@hotmail.com;Si;www.raymipampa.com;01;0100;0028;006
261;EL CAJAS;TARQUI 7-92 SUCRE;null;072826627;0999887316;hostalelcajas@hotmail.com;No;null;01;0101;0017;012
262;HOSTERIA LOS CISNES;PORTOVELO SEGUNDA ENTRADA S/N S/N; A 300 METROS DE Y DE LA UNION ;0992603481;null;hosteria_loscisnes@hotmail.com;No;null;01;0101;0037;013
263;AÑOS 80;AV JOSE PERALTA ;null;null;null;null;No;null;01;0100;0004;044
264;LA ESCALINATA;CALLE LARGA 5-83 HERMANO MIGUEL;null;070845758;0998098308;mfchacha@gmail.com;No;null;01;0101;0017;011
265;CRISTAL PALACE DANCE;AV. 12 DE OCTUBRE Y AV. DON BOSCO;null;74151928;null;anachure09@hotmail.com;No;null;01;0103;0030;039
266;LA TINAJA;23 DE ENERO 4-45 JUAN BAUTISTA COBOS;PARQUE CENTRAL;72223323;72223323;latinaja@hotmail.com;Si ;null;01;0100;0028;001
267;HOSTAL LA MERCED;HONORATO VASQUEZ 5-66 HERMANO MIGUEL; UBICADOS A UNA CUADRA Y MEDIA DE LA IGLESIA LA MERCED ;072837240;0996003124;juancabrera1964.jc74@gmail.com;No;null;01;0101;0017;012
268;D´POCHOS;ALFONSO VINTIMILLA  Y 15 DE NOVIEMBRE;null;072241114;null;pachi.villavicencio@gmail.com;No;null;03;0103;0030;039
269;LATIN DANCE;AV. LOS ANDES Y YANAHURCO;null;74083468;null;veryto_22@yahoo.es;No;null;01;0103;0030;039
270;ANIS PIMIENTA Y CANELA;MIGUEL MORENO 4-28 Y JACINTO FLORES;null;72885034;null;KARITOPV@GMAIL.COM;Si ;null;01;0100;0028;020
271;SANTA FE;PRESIDENTE BORRERO 5-57 HONORATO VAZQUES;null;072841371;0967774762;hostalsantafe2010@hotmail.com;No;null;01;0101;0017;012
272;DON HUMBER SANDUCHERIA;Cristobal Colón E8-55 y Diego de Almagro;PISO: PB. SECTOR: EDIFICIO EL CISNE, FRENTE AL CENTRO MÉDICO DEL IESS;22504090;997454747;hrosero4@hotmail.com;Si;null;17;0100;0007;039
273;MI ESTACION;EL RAMAL;null;2270006;null;null;Si ;null;01;0100;0028;044
274;FUNDICION LA ;ALFONSO CORDERO 3-35 Y MIGUEL CORDERO;null;72830094;null;null;No;null;01;0100;0004;044
275;RED LOBSTER;ANTISANA Y BUERAN;null;null;null;null;Si ;null;01;0100;0028;020
276;VILLA RITA ;BENIGNO MALO 14-86 RAFAEL MARIA ARIZAGA;UNA CUADRA MAS ABAJO DE LA RADIO TOMEBAMBA;074090136;0998841276;ritabaccetti@yahoo.com;No;null;01;0101;0009;019
277;SUGAR;remigio crespo s/n antonio tamariz; pista de bicicros ;0995206601;0995206601;svetnadia@gmail.com;Si;null;01;0100;0028;006
278;DON Q;GRAN COLOMBIA Y 9 DE OCTUBRE;null;2256578;null;null;Si ;null;01;0100;0028;039
279;LOS HELECHOS;El Chorro 1-50 Gil Ramirez; A partir del Terminal Terrestre, salir por la puerta lateral sur, solo tiene que cruzar la calle El Chorro, allí esta ubicado nuestro Hotel. Desde el Aeropuerto tome La Av. España hasta el Terminal Terrestre, gire a la derecha en la Av. Sebastián de Benalcazar, hasta la Av. Gil Ramírez, una cuadra hasta la calle El Chorro, a 50 metros de esta intersección se encuentra nuestro Hotel. ;0999003182;072863401;helechos.hotel@gmail.com;No;null;01;0101;0017;012
280;BERTUCHIS;AV UNIDAD NACIONAL S/N PADUA;EX CREA;4091265;0;neosleca@hotmail.com;Si ;null;01;0100;0028;001
281;RANCHOS;AV. REMIGIO CRESPO 4-33 Y RICARDO MUÑOZ;null;995774178;null;ranchoscafecuenca@gmail.com;Si;null;01;0100;0015;035
282;ANANDA;HERMANO MIGUEL 7-24 Y PRESIDENTE CORDOVA;null;72888266;null;PATYINIZ@YAHOO.COM;Si ;null;01;0100;0007;020
283;HOTEL CASA SUCRE;MARISCAL SUCRE 12-19 TARQUI;DETRAS DE LA IGLESIA EL CENACULO;072830113;0984230099;casasucrehs@hotmail.com;No;www.casasucre.com;01;0101;0018;013
284;CAFETAL DE LOJA;SUCRE 10-50 Y GENERAL TORRES;null;099805696;null;null;Si ;null;01;0100;0015;044
285;RIO GRILL;PAUTE;null;999281099;null;null;Si;null;01;0100;0028;044
286;SACA LA RESACA;AV. OSWALDO GUAYASAMÍN   OE2-23 Y JUAN MONTALVO;A UNA CUADRA DEL SANTA MARÍA;967025994;984485619;mangel_mm@hotmail.es;Si ;null;17;0100;0028;021
287;CHUZOS MARGARITA;ANTONIO DELGADO 7-51 Y DAVILA CHICA;null;000000;null;null;Si ;null;01;0100;0015;044
288; DOS CHORRERAS;VIA AL CAJAS S/N S/N;SECTOR DOS CHORRERAS, A UN KILOMETRO DEL SANTUARIO DE LA VIRGEN;074041824;0999235046;contabilidad@hosteriadoschorreras.com;No;www.hosteriadoschorreras.com;01;0101;0037;014
289;VILLA SAN CARLOS;REMIGIO TAMARIZ 1-85;null;null;null;sandraflores78@hotmail.com;No;null;01;0103;0030;035
290;SEVILLA DE ORO;11 DE JULIO s/n FRENTE AL PARQUE CENTRAL; El-  Hotel se encuentra en la ciudad de Nueva Loja, frente al Parque Central de Shushufindi ;062839127;0990186882;hotelsevilladeoroec@hotmail.com;No;null;21;0101;0018;012
291;FOGATA LA;BENIGNO MALO N.- 12-06 Y SANGURIMA;null;2837968;null;null;Si;null;01;0100;0028;044
292;COBAYO EL ;BENIGNO VAZQUEZ 6-30 (RICAURTE);null;2891381;null;null;Si ;null;01;0100;0028;044
293;DREAMS;BENIGNO VASQUEZ S/N (RICAURTE);null;72890771;null;null;No;null;01;0103;0029;039
294;HOSTAL GABRIELITA;LOS ANDES S/N MEJIA; JUNTO A LA CASA DE ABONO ;0999667096;062291274;facturacioncasaabonos@hotmail.com;No;null;04;0101;0017;012
295;CASA TIO SHANTA;SIN NOMBRE SN 1RO DE SEPTIEMBRE;null;074038997;0984198833;lorebravoi@hotmail.com;No;null;01;0101;0009;019
296;HOTEL  ANTARES;LUIS CAROLLO 16/31 11  DE FEBRERO; FRENTE AL PARQUE CENTRAL. ;072707019;0997983793;maria_ofelia_lopez_vasquez@hotmail.com;No;null;14;0101;0018;012
297;COLOMBIANAS N° 2 LAS;BENIGNO MALO 6-29 Y JUAN JARAMILLO;null;72840289;null;null;Si ;null;01;0100;0028;044
298;COLOMBIANAS NO.2;PRESIDENTE CORDOVA 9-72 Y PADRE AGUI;null;2844016;null;null;Si;null;01;0100;0028;044
299;CHILL Y GRILL FUSION FOOD;JOSE PERALTA 3-95 Y ALFONSO CORDERO;null;984332397;null;GPINOS_CHILLYGRILL2016@HOTMAIL.COM;Si ;null;01;0100;0028;044
300;EL TEQUILA;GRAN COLOMBIA 20-59 LEON XIII;IGLESIA DEL CORAZON DE JESUS;72822807;985837692;benalcaza@hotmail.com;Si ;null;01;0100;0028;008
301;RINCONCITO DEL RECUERDO;MARIANO CUEVA 13-11;null;null;null;null;Si;null;01;0100;0028;044
302;LOUNGE SKY;BENIGNO CRESPO 104 JOSE PERALTA; Por la Av 25 de agosto llegando al sector de FQ entrando por la calle Benigno Crespo o mas conocida como entrada al Bco de la Vivienda ;0959705597;0994902328;skyloungebarkaraoke@gmail.com;No;null;03;0100;0004;007
303;"HOSTAL ""LOS ALAMOS""";Madrid 1-42 Av. España ; A partir del Terminal Terrestre, sale por la parte frontal del mismo a la Av. España, cruza al frente a la calle Madrid, camina por ésta una cuadra y media, y llega al Hostal. A partir del Aeropuerto, tiene que tomar la Av. España hasta el Redondel de la Chola Cuencana, dar un giro hasta volver a la Av. España, por el carril en el otro sentido, circular por este tres cuadras hasta llegar a la Calle Madrid, girar a la derecha, cuadra y media, hasta llegar al Hostal. ;0958872144;072863444;hostal.alamos@gmail.com;No;null;01;0101;0017;012
304;HOTEL MOISES;HUAYNA CAPAC 4-57 ROCAFUERTE; DESDE EL AEROPUERTO MARISCAL LAMAR O TERMINAL TERRESTRE, SE DEBE TOMAR LA AVENIDA ESPAÑA, HASTA EL REDONDEL DE LA CHOLA CUENCANA, DE ALLÍ DEBE TOMAR LA AVENIDA HUAYNA CAPAC A 50 METROS APROXIMADAMENTE DE ESTE REDONDEL A LA IZQUIERDA SE ENCUENTRA HOTEL MOISES. ;0998265423;072806491;mfchacha@gmail.com;No;null;01;0101;0018;012
305;DOLCE HELADERIA;FEDERICO PROAÑO 4-37 Y REMIGIO TAMARÍZ;null;2826479;null;null;Si ;null;01;0100;0015;044
306;HOTEL INTEROCEANICO;QUITO SN DOMINGO COMIN; FRENTE AL PARQUE CENTRAL ;0981712622;null;ligiacardenas1959@hotmail.com;No;null;14;0101;0018;014
307;DIPLODOCUS;JUAN JARAMILLO 4-37 Y VARGAS MACHUCA;null;098419201;null;null;Si ;null;01;0100;0028;044
308;BALCON CUENCANO;Sucre 805 Olmedo; A media cuadra del parque central de guaranda, Frente al resgistro civil ;0985789015;032551039;aaaj1908@hotmail.com;No;null;02;0101;0017;011
309;HOSTAL AMANCAY;gran colombia 10-85 General torres; frente a la iglesia de santo domingo ;0995517480;072838605;h.amancay01@gmail.com;No;null;01;0101;0017;012
310;LA CASA DEL MARISCO;paucarbamba 5-09 luis moreno mora; a dos cuadras de la Clinica Paucarbamba ;0997558055;0986727442;palvarez2719@gmail.com;Si;null;01;0100;0028;006
311;LA RIELL;FRANCISCO DE ORELLANA E1-126 Y ELOY ALFARO;FRENTE INGRESO;0;984879929;jespinoza69@hotmail.com;Si ;null;17;0100;0028;045
312;SANTA CANELA;CALLE LARGA 3-82 CORONEL VARGAS MACHUCA;A UNA CUADRA DE LA IGLESIA DE TODOS SANTOS;072476407;0997269237;medardov@live.com;No;null;01;0101;0017;013
313;VILLA VINTIMILLA;REPUBLICA  2-50 GUAPONDELIG; a dos cuadras del cementerio municipal ;0988606499;null;capitoliovintimilla@hotmail.com;No;null;01;0101;0017;011
314;PATATAS CHICKEN JULY´S;VIA A PATAMARCA Y PASEO RIO MACHANGARA;null;74037506;null;null;Si ;null;01;0100;0028;044
315;DOÑA MENESTRA;PATIO DE COMIDA MONAY SHOPING;null;4078046;null;null;Si;null;01;0100;0028;039
316;HM DE COLECCION;HERMANO MIGUEL 4-79 HONORATO VAZQUEZ;LA MERCED;072827827;0995309959;hostalelmonasterio@hotmail.com;No;www.hostalelmonasterio.net;01;0101;0017;013
317;CUENCA ROOMS;AGUSTIN CUEVA VALLEJO 7-20 P.J. MATOVELLE;DETRAS DE LA PISTA DE BICICROSS;null;null;null;No;null;01;0101;0009;019
